rollNo,studentName,gender,dob,bloodGroup,aadharNo,emisNo,religion,community,casteName,nationality,studentPhoto,educationType,academicType,isLateralEntry,departmentName,degreeProgram,yearStudying,currentSemesterNumber,section,batch,currentAcademicYear,selfMobileNo,selfEmail,officialEmail,fatherName,fatherMobile,fatherWorkType,fatherQualification,motherName,motherMobile,motherWorkType,motherQualification,guardianName,guardianMobile,familyIncomeAsPerCertificate,communityCertificateNo,permDoorNo,permStreet,permTaluk,permDistrict,permState,permPincode,commDoorNo,commStreet,commTaluk,commDistrict,commState,commPincode,quota,firstGraduateApplicable,firstGraduateLab,firstGraduateBook,firstGraduateErp,firstGraduateExam,firstGraduateTransport,firstGraduateHostel,firstGraduateTuition,scheme7point5Applicable,scheme7point5Lab,scheme7point5Book,scheme7point5Erp,scheme7point5Exam,scheme7point5Transport,scheme7point5Hostel,scheme7point5Tuition,pmssApplicable,pmssLab,pmssBook,pmssErp,pmssExam,pmssTransport,pmssHostel,pmssTuition,sakthiApplicable,sakthiLab,sakthiBook,sakthiErp,sakthiExam,sakthiTransport,sakthiHostel,sakthiTuition,specialApplicable,specialLab,specialBook,specialErp,specialExam,specialTransport,specialHostel,specialTuition,transportApplicable,transportRoute,transportStop,hostelApplicable,hostelBlock,hostelSharing,hostelAttached
24CS142,Student 42,Male,15-05-2005,AB+,123412341042,EMIS1042,Hindu,BC,Gounder,Indian,student42.jpg,UG,REG,FALSE,CSE,BE,2,4,A,2024-2028,2025-2026,9876541042,student42@gmail.com,student42@sece.ac.in,Father 42,9876551042,Farmer,10th,Mother 42,9876561042,Homemaker,12th,,,120000,CC1042,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT143,Student 43,Male,15-05-2005,A-,123412341043,EMIS1043,Hindu,BC,Gounder,Indian,student43.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541043,student43@gmail.com,student43@sece.ac.in,Father 43,9876551043,Farmer,10th,Mother 43,9876561043,Homemaker,12th,,,120000,CC1043,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25ME144,Student 44,Female,15-05-2005,B+,123412341044,EMIS1044,Hindu,BC,Gounder,Indian,student44.jpg,UG,REG,FALSE,MECH,BE,1,2,A,2025-2029,2025-2026,9876541044,student44@gmail.com,student44@sece.ac.in,Father 44,9876551044,Farmer,10th,Mother 44,9876561044,Homemaker,12th,,,120000,CC1044,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT145,Student 45,Male,15-05-2005,A+,123412341045,EMIS1045,Hindu,BC,Gounder,Indian,student45.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541045,student45@gmail.com,student45@sece.ac.in,Father 45,9876551045,Farmer,10th,Mother 45,9876561045,Homemaker,12th,,,120000,CC1045,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24IT146,Student 46,Male,15-05-2005,B+,123412341046,EMIS1046,Hindu,BC,Gounder,Indian,student46.jpg,UG,REG,FALSE,IT,BE,2,3,A,2024-2028,2025-2026,9876541046,student46@gmail.com,student46@sece.ac.in,Father 46,9876551046,Farmer,10th,Mother 46,9876561046,Homemaker,12th,,,120000,CC1046,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25ME147,Student 47,Female,15-05-2005,B-,123412341047,EMIS1047,Hindu,BC,Gounder,Indian,student47.jpg,UG,REG,FALSE,MECH,BE,1,2,A,2025-2029,2025-2026,9876541047,student47@gmail.com,student47@sece.ac.in,Father 47,9876551047,Farmer,10th,Mother 47,9876561047,Homemaker,12th,,,120000,CC1047,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24CS148,Student 48,Female,15-05-2005,AB+,123412341048,EMIS1048,Hindu,BC,Gounder,Indian,student48.jpg,UG,REG,FALSE,CSE,BE,2,4,A,2024-2028,2025-2026,9876541048,student48@gmail.com,student48@sece.ac.in,Father 48,9876551048,Farmer,10th,Mother 48,9876561048,Homemaker,12th,,,120000,CC1048,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23ME149,Student 49,Female,15-05-2005,O-,123412341049,EMIS1049,Hindu,BC,Gounder,Indian,student49.jpg,UG,REG,FALSE,MECH,BE,3,5,A,2023-2027,2025-2026,9876541049,student49@gmail.com,student49@sece.ac.in,Father 49,9876551049,Farmer,10th,Mother 49,9876561049,Homemaker,12th,,,120000,CC1049,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25ME150,Student 50,Male,15-05-2005,B-,123412341050,EMIS1050,Hindu,BC,Gounder,Indian,student50.jpg,UG,REG,FALSE,MECH,BE,1,1,A,2025-2029,2025-2026,9876541050,student50@gmail.com,student50@sece.ac.in,Father 50,9876551050,Farmer,10th,Mother 50,9876561050,Homemaker,12th,,,120000,CC1050,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23CS151,Student 51,Female,15-05-2005,AB-,123412341051,EMIS1051,Hindu,BC,Gounder,Indian,student51.jpg,UG,REG,FALSE,CSE,BE,3,5,A,2023-2027,2025-2026,9876541051,student51@gmail.com,student51@sece.ac.in,Father 51,9876551051,Farmer,10th,Mother 51,9876561051,Homemaker,12th,,,120000,CC1051,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25ME152,Student 52,Female,15-05-2005,B-,123412341052,EMIS1052,Hindu,BC,Gounder,Indian,student52.jpg,UG,REG,FALSE,MECH,BE,1,1,A,2025-2029,2025-2026,9876541052,student52@gmail.com,student52@sece.ac.in,Father 52,9876551052,Farmer,10th,Mother 52,9876561052,Homemaker,12th,,,120000,CC1052,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22ME153,Student 53,Female,15-05-2005,AB-,123412341053,EMIS1053,Hindu,BC,Gounder,Indian,student53.jpg,UG,REG,FALSE,MECH,BE,4,8,A,2022-2026,2025-2026,9876541053,student53@gmail.com,student53@sece.ac.in,Father 53,9876551053,Farmer,10th,Mother 53,9876561053,Homemaker,12th,,,120000,CC1053,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24IT154,Student 54,Female,15-05-2005,AB+,123412341054,EMIS1054,Hindu,BC,Gounder,Indian,student54.jpg,UG,REG,FALSE,IT,BE,2,4,A,2024-2028,2025-2026,9876541054,student54@gmail.com,student54@sece.ac.in,Father 54,9876551054,Farmer,10th,Mother 54,9876561054,Homemaker,12th,,,120000,CC1054,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24ME155,Student 55,Female,15-05-2005,AB+,123412341055,EMIS1055,Hindu,BC,Gounder,Indian,student55.jpg,UG,REG,FALSE,MECH,BE,2,4,A,2024-2028,2025-2026,9876541055,student55@gmail.com,student55@sece.ac.in,Father 55,9876551055,Farmer,10th,Mother 55,9876561055,Homemaker,12th,,,120000,CC1055,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24ME156,Student 56,Male,15-05-2005,AB+,123412341056,EMIS1056,Hindu,BC,Gounder,Indian,student56.jpg,UG,REG,FALSE,MECH,BE,2,4,A,2024-2028,2025-2026,9876541056,student56@gmail.com,student56@sece.ac.in,Father 56,9876551056,Farmer,10th,Mother 56,9876561056,Homemaker,12th,,,120000,CC1056,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25CS157,Student 57,Male,15-05-2005,B+,123412341057,EMIS1057,Hindu,BC,Gounder,Indian,student57.jpg,UG,REG,FALSE,CSE,BE,1,2,A,2025-2029,2025-2026,9876541057,student57@gmail.com,student57@sece.ac.in,Father 57,9876551057,Farmer,10th,Mother 57,9876561057,Homemaker,12th,,,120000,CC1057,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24ME158,Student 58,Female,15-05-2005,A+,123412341058,EMIS1058,Hindu,BC,Gounder,Indian,student58.jpg,UG,REG,FALSE,MECH,BE,2,3,A,2024-2028,2025-2026,9876541058,student58@gmail.com,student58@sece.ac.in,Father 58,9876551058,Farmer,10th,Mother 58,9876561058,Homemaker,12th,,,120000,CC1058,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23IT159,Student 59,Male,15-05-2005,A+,123412341059,EMIS1059,Hindu,BC,Gounder,Indian,student59.jpg,UG,REG,FALSE,IT,BE,3,6,A,2023-2027,2025-2026,9876541059,student59@gmail.com,student59@sece.ac.in,Father 59,9876551059,Farmer,10th,Mother 59,9876561059,Homemaker,12th,,,120000,CC1059,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25CS160,Student 60,Female,15-05-2005,A-,123412341060,EMIS1060,Hindu,BC,Gounder,Indian,student60.jpg,UG,REG,FALSE,CSE,BE,1,2,A,2025-2029,2025-2026,9876541060,student60@gmail.com,student60@sece.ac.in,Father 60,9876551060,Farmer,10th,Mother 60,9876561060,Homemaker,12th,,,120000,CC1060,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23IT161,Student 61,Female,15-05-2005,B+,123412341061,EMIS1061,Hindu,BC,Gounder,Indian,student61.jpg,UG,REG,FALSE,IT,BE,3,6,A,2023-2027,2025-2026,9876541061,student61@gmail.com,student61@sece.ac.in,Father 61,9876551061,Farmer,10th,Mother 61,9876561061,Homemaker,12th,,,120000,CC1061,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23CS162,Student 62,Male,15-05-2005,A+,123412341062,EMIS1062,Hindu,BC,Gounder,Indian,student62.jpg,UG,REG,FALSE,CSE,BE,3,6,A,2023-2027,2025-2026,9876541062,student62@gmail.com,student62@sece.ac.in,Father 62,9876551062,Farmer,10th,Mother 62,9876561062,Homemaker,12th,,,120000,CC1062,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT163,Student 63,Female,15-05-2005,B+,123412341063,EMIS1063,Hindu,BC,Gounder,Indian,student63.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541063,student63@gmail.com,student63@sece.ac.in,Father 63,9876551063,Farmer,10th,Mother 63,9876561063,Homemaker,12th,,,120000,CC1063,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25CS164,Student 64,Male,15-05-2005,A+,123412341064,EMIS1064,Hindu,BC,Gounder,Indian,student64.jpg,UG,REG,FALSE,CSE,BE,1,2,A,2025-2029,2025-2026,9876541064,student64@gmail.com,student64@sece.ac.in,Father 64,9876551064,Farmer,10th,Mother 64,9876561064,Homemaker,12th,,,120000,CC1064,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT165,Student 65,Male,15-05-2005,B-,123412341065,EMIS1065,Hindu,BC,Gounder,Indian,student65.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541065,student65@gmail.com,student65@sece.ac.in,Father 65,9876551065,Farmer,10th,Mother 65,9876561065,Homemaker,12th,,,120000,CC1065,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22ME166,Student 66,Male,15-05-2005,B+,123412341066,EMIS1066,Hindu,BC,Gounder,Indian,student66.jpg,UG,REG,FALSE,MECH,BE,4,7,A,2022-2026,2025-2026,9876541066,student66@gmail.com,student66@sece.ac.in,Father 66,9876551066,Farmer,10th,Mother 66,9876561066,Homemaker,12th,,,120000,CC1066,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23IT167,Student 67,Female,15-05-2005,B+,123412341067,EMIS1067,Hindu,BC,Gounder,Indian,student67.jpg,UG,REG,FALSE,IT,BE,3,6,A,2023-2027,2025-2026,9876541067,student67@gmail.com,student67@sece.ac.in,Father 67,9876551067,Farmer,10th,Mother 67,9876561067,Homemaker,12th,,,120000,CC1067,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24IT168,Student 68,Male,15-05-2005,AB-,123412341068,EMIS1068,Hindu,BC,Gounder,Indian,student68.jpg,UG,REG,FALSE,IT,BE,2,3,A,2024-2028,2025-2026,9876541068,student68@gmail.com,student68@sece.ac.in,Father 68,9876551068,Farmer,10th,Mother 68,9876561068,Homemaker,12th,,,120000,CC1068,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23CS169,Student 69,Female,15-05-2005,O+,123412341069,EMIS1069,Hindu,BC,Gounder,Indian,student69.jpg,UG,REG,FALSE,CSE,BE,3,5,A,2023-2027,2025-2026,9876541069,student69@gmail.com,student69@sece.ac.in,Father 69,9876551069,Farmer,10th,Mother 69,9876561069,Homemaker,12th,,,120000,CC1069,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23IT170,Student 70,Female,15-05-2005,B-,123412341070,EMIS1070,Hindu,BC,Gounder,Indian,student70.jpg,UG,REG,FALSE,IT,BE,3,5,A,2023-2027,2025-2026,9876541070,student70@gmail.com,student70@sece.ac.in,Father 70,9876551070,Farmer,10th,Mother 70,9876561070,Homemaker,12th,,,120000,CC1070,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT171,Student 71,Female,15-05-2005,B-,123412341071,EMIS1071,Hindu,BC,Gounder,Indian,student71.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541071,student71@gmail.com,student71@sece.ac.in,Father 71,9876551071,Farmer,10th,Mother 71,9876561071,Homemaker,12th,,,120000,CC1071,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24ME172,Student 72,Male,15-05-2005,O-,123412341072,EMIS1072,Hindu,BC,Gounder,Indian,student72.jpg,UG,REG,FALSE,MECH,BE,2,3,A,2024-2028,2025-2026,9876541072,student72@gmail.com,student72@sece.ac.in,Father 72,9876551072,Farmer,10th,Mother 72,9876561072,Homemaker,12th,,,120000,CC1072,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24ME173,Student 73,Male,15-05-2005,A-,123412341073,EMIS1073,Hindu,BC,Gounder,Indian,student73.jpg,UG,REG,FALSE,MECH,BE,2,4,A,2024-2028,2025-2026,9876541073,student73@gmail.com,student73@sece.ac.in,Father 73,9876551073,Farmer,10th,Mother 73,9876561073,Homemaker,12th,,,120000,CC1073,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23CS174,Student 74,Female,15-05-2005,B-,123412341074,EMIS1074,Hindu,BC,Gounder,Indian,student74.jpg,UG,REG,FALSE,CSE,BE,3,5,A,2023-2027,2025-2026,9876541074,student74@gmail.com,student74@sece.ac.in,Father 74,9876551074,Farmer,10th,Mother 74,9876561074,Homemaker,12th,,,120000,CC1074,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24CS175,Student 75,Male,15-05-2005,B+,123412341075,EMIS1075,Hindu,BC,Gounder,Indian,student75.jpg,UG,REG,FALSE,CSE,BE,2,4,A,2024-2028,2025-2026,9876541075,student75@gmail.com,student75@sece.ac.in,Father 75,9876551075,Farmer,10th,Mother 75,9876561075,Homemaker,12th,,,120000,CC1075,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT176,Student 76,Female,15-05-2005,O+,123412341076,EMIS1076,Hindu,BC,Gounder,Indian,student76.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541076,student76@gmail.com,student76@sece.ac.in,Father 76,9876551076,Farmer,10th,Mother 76,9876561076,Homemaker,12th,,,120000,CC1076,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25CS177,Student 77,Male,15-05-2005,O-,123412341077,EMIS1077,Hindu,BC,Gounder,Indian,student77.jpg,UG,REG,FALSE,CSE,BE,1,1,A,2025-2029,2025-2026,9876541077,student77@gmail.com,student77@sece.ac.in,Father 77,9876551077,Farmer,10th,Mother 77,9876561077,Homemaker,12th,,,120000,CC1077,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25ME178,Student 78,Female,15-05-2005,B+,123412341078,EMIS1078,Hindu,BC,Gounder,Indian,student78.jpg,UG,REG,FALSE,MECH,BE,1,1,A,2025-2029,2025-2026,9876541078,student78@gmail.com,student78@sece.ac.in,Father 78,9876551078,Farmer,10th,Mother 78,9876561078,Homemaker,12th,,,120000,CC1078,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT179,Student 79,Male,15-05-2005,AB-,123412341079,EMIS1079,Hindu,BC,Gounder,Indian,student79.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541079,student79@gmail.com,student79@sece.ac.in,Father 79,9876551079,Farmer,10th,Mother 79,9876561079,Homemaker,12th,,,120000,CC1079,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25ME180,Student 80,Female,15-05-2005,AB-,123412341080,EMIS1080,Hindu,BC,Gounder,Indian,student80.jpg,UG,REG,FALSE,MECH,BE,1,1,A,2025-2029,2025-2026,9876541080,student80@gmail.com,student80@sece.ac.in,Father 80,9876551080,Farmer,10th,Mother 80,9876561080,Homemaker,12th,,,120000,CC1080,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22IT181,Student 81,Male,15-05-2005,B-,123412341081,EMIS1081,Hindu,BC,Gounder,Indian,student81.jpg,UG,REG,FALSE,IT,BE,4,8,A,2022-2026,2025-2026,9876541081,student81@gmail.com,student81@sece.ac.in,Father 81,9876551081,Farmer,10th,Mother 81,9876561081,Homemaker,12th,,,120000,CC1081,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22ME182,Student 82,Female,15-05-2005,AB-,123412341082,EMIS1082,Hindu,BC,Gounder,Indian,student82.jpg,UG,REG,FALSE,MECH,BE,4,7,A,2022-2026,2025-2026,9876541082,student82@gmail.com,student82@sece.ac.in,Father 82,9876551082,Farmer,10th,Mother 82,9876561082,Homemaker,12th,,,120000,CC1082,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT183,Student 83,Female,15-05-2005,A+,123412341083,EMIS1083,Hindu,BC,Gounder,Indian,student83.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541083,student83@gmail.com,student83@sece.ac.in,Father 83,9876551083,Farmer,10th,Mother 83,9876561083,Homemaker,12th,,,120000,CC1083,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25CS184,Student 84,Male,15-05-2005,B-,123412341084,EMIS1084,Hindu,BC,Gounder,Indian,student84.jpg,UG,REG,FALSE,CSE,BE,1,1,A,2025-2029,2025-2026,9876541084,student84@gmail.com,student84@sece.ac.in,Father 84,9876551084,Farmer,10th,Mother 84,9876561084,Homemaker,12th,,,120000,CC1084,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
